mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
134.4366257,148.7064108,120.1619331,41.964471,37.07078462,53.44102298,463.5163194,0.835028974,0.092118773,13.07411467
102.4541046,118.1812234,86.75631289,51.57054267,45.05434581,61.34650357,850.0830065,0.810204944,0.099001235,13.56659707
94.21026297,107.3245409,94.93122785,45.94864793,38.57852452,56.85426147,293.2762623,0.915909419,0.154586989,12.77053403
95.55252217,109.7812154,92.73495531,47.50174495,36.28977259,55.22271887,119.3685406,0.96437759,0.180363615,12.18970171
122.8438721,134.9870605,117.638576,43.92839192,33.79225287,56.32086926,424.4281941,0.843323501,0.133247783,12.88649033
92.47337542,96.07125878,105.47171,24.39555421,17.52376662,38.49863126,90.343912,0.876655044,0.174655398,11.15352249
130.3142645,126.06184,122.765827,19.66564978,17.83402552,31.74215936,73.21549692,0.872211803,0.281535872,10.39548273
109.5712324,124.346308,106.0330015,62.5598497,55.85410541,72.14567254,465.0864753,0.931004547,0.198778314,12.78137956
105.291721,116.1734081,104.1348349,51.36744783,41.44103065,63.69745411,750.5132033,0.819815661,0.085364447,13.75661787
114.8141856,128.7093991,103.3804179,58.88644521,47.3494641,71.79428082,948.2615449,0.828479069,0.068383478,13.88974131
104.6071572,125.8403875,97.43181948,59.9898643,47.90662638,71.19329236,458.7833177,0.917714915,0.141217028,13.01526962
84.00738254,99.69549546,101.7824484,29.97907231,28.11761649,48.63570146,79.60684332,0.954340134,0.197520842,11.69261891
97.92819276,109.2734774,99.26770767,57.3930454,51.48960551,66.18937011,1280.708833,0.782259679,0.081551408,14.17293845
111.7833354,126.17453,106.6835836,56.78310154,53.93706779,67.02189444,628.7002218,0.895932033,0.169414,12.69246835
82.17902303,90.47143806,107.2715146,30.76027721,25.10421075,39.92864434,159.7409321,0.893701061,0.137073136,12.01149676
99.11460912,108.1770833,123.6518023,28.23405633,23.11962173,38.82937457,151.2744058,0.882694643,0.172540055,11.61955506
107.1104033,108.7598879,99.41141653,55.49325662,51.47415987,68.05553113,327.9800756,0.943112225,0.221689426,12.09633281
85.52022741,104.2698793,86.16535169,35.41061883,25.06313664,44.67207611,82.40562972,0.951630276,0.317199039,11.03836011
106.5135768,109.3036488,108.1780782,58.73405551,54.08412405,64.7239988,1189.20136,0.809254196,0.102828024,13.78930304
112.2157866,118.372161,97.76779053,29.25518131,23.23746461,40.47887449,95.18321529,0.923734828,0.24852732,11.36397762
103.0019753,114.6764101,108.2849082,51.88752637,46.76443542,62.44776126,916.3996102,0.81007125,0.107239998,13.77008525
130.592902,144.6213996,117.7378225,47.09853479,32.82215601,65.20488102,662.0737815,0.777480421,0.091998154,13.13498455
74.77212662,92.64547262,112.711219,29.68163688,25.359567,46.70927753,133.035493,0.914458224,0.171700125,11.72555331
60.7662458,71.33120034,85.84721692,33.97981413,34.84906941,51.97828802,81.39397516,0.967825875,0.245209802,11.39151515
122.3440516,137.6762839,112.6415872,50.04875934,41.89563084,61.89984741,719.8147329,0.824564796,0.098768904,13.33391447
89.50287076,106.8469912,88.96685581,42.294338,33.68048222,56.28719963,353.9456167,0.872846553,0.09725628,13.16042213
98.55474213,103.8012001,104.6973157,43.59373952,44.6776883,51.14398486,805.3257357,0.78774264,0.121082827,13.41225888
81.82713528,99.29490608,84.15257539,46.24635397,34.79748747,53.7892422,435.9146683,0.862788013,0.114994441,12.95789146
71.57720588,89.72866881,79.66768791,29.87296494,27.14257845,37.42100668,286.7995181,0.806745645,0.120655757,12.43598725
94.65657868,113.6726967,82.91527609,58.93068539,58.98024033,63.20036157,463.7072949,0.930050388,0.186358568,12.74283695
116.4951763,124.2665147,115.7564085,46.36834736,39.57936262,56.96246215,771.895507,0.779353122,0.076954895,13.62232416
111.8502685,124.1390649,104.3095733,50.04485618,38.15705428,63.06320251,801.2828283,0.78679174,0.065254046,13.70922416
93.33582345,97.62410185,90.38207117,33.5690235,29.85080963,41.3273527,62.67186697,0.967755527,0.220519313,11.45473187
108.1490593,114.572759,107.0540117,54.85820924,52.0416896,60.09370568,1321.279659,0.759560587,0.090731395,14.07042299
113.3097238,117.755678,98.82159598,32.74249139,24.54402709,38.87941103,44.00399724,0.970559135,0.357987278,10.55080822
114.7350214,124.1106677,120.9779395,54.83829993,46.8318522,64.11190775,704.9000485,0.86186567,0.092805268,13.64523469
116.6062355,121.7094763,107.6343027,49.95868923,43.4934387,58.57617178,1060.410831,0.750805993,0.073550238,13.8046697
123.1840102,136.0115464,121.3396283,51.93715647,45.706669,63.66340707,84.10659457,0.981750569,0.232805829,11.45128355
88.58159722,108.1115542,98.67841254,31.8799126,26.85548366,41.16824896,355.6994766,0.775588748,0.108349564,12.73259061
110.5094394,116.1535519,105.985261,46.60052588,42.24875283,56.44764268,716.6878235,0.806970572,0.1150291,13.28727837
97.2735245,106.160452,94.78597404,23.29999444,19.72505979,31.0298425,159.2231507,0.800685468,0.13399835,11.72600102
89.48483276,122.6437073,117.2656759,36.77430435,27.6914717,49.90085878,117.3103418,0.943318135,0.254632643,11.52737768
119.1724918,136.9001185,104.3921488,42.41619126,31.75316173,54.56034146,650.9454532,0.742773169,0.069375728,13.37814961
118.997623,119.0813082,117.9652178,57.32972021,47.17586439,64.18351022,1215.307168,0.772956445,0.055475826,14.1378336
85.17642435,95.27778439,93.0384194,50.73646436,47.55270359,53.45621597,562.0292284,0.877532056,0.173589345,12.71373349
104.9751334,118.9142319,99.62931911,29.65225257,22.83904146,35.12983176,79.56503148,0.931101886,0.227617167,11.35102608
118.3153825,116.331479,108.1132543,38.51118527,30.45245456,51.2289985,72.45302368,0.969705174,0.26795754,11.00740574
106.6599136,109.563798,131.5099961,30.65033455,23.18386323,39.79265758,34.83635338,0.97429204,0.35906456,10.56422209
114.1748402,126.9002101,98.27089898,55.93305933,47.76256534,67.19184177,917.9213448,0.822137191,0.077758499,13.96767073
81.27243658,89.90455818,78.37008397,32.63482843,30.55532889,45.25462657,168.3936299,0.90849625,0.149964243,12.05848316
111.2274359,126.2709517,102.5350315,51.88003212,47.91648642,60.76748499,113.9459688,0.975498285,0.257528299,11.68232457
116.2843313,125.0707598,111.5768726,67.27338506,65.71237408,70.00567806,551.0513799,0.935753878,0.212111235,12.74764233
89.74141063,103.2019652,123.1882878,26.88793573,21.92126064,39.09330591,61.66151259,0.944426178,0.265852613,11.04886318
73.10377956,96.27625784,99.88082167,24.0965918,20.40969166,46.95884879,145.400741,0.854974678,0.14220574,11.68764042
90.62958163,102.5061879,114.6838219,35.93113162,33.58107602,53.37425649,82.12520086,0.967928989,0.22238243,11.72906275
97.5157162,117.7141142,83.72194188,53.51895667,47.79201717,61.16856872,511.2538866,0.893211868,0.130844233,13.18084744
94.95321311,95.56330279,114.3241698,31.85783996,28.88543151,39.7140796,223.8804285,0.875637495,0.136508361,12.35434063
105.001621,117.1739351,95.43874955,55.9011116,47.35593644,66.80054761,954.839805,0.814957222,0.090581813,13.86806694
104.7051322,114.0577764,101.2965385,56.65900607,50.49184617,63.89012539,296.8801903,0.945747159,0.191632876,12.55160958
117.6092797,134.587843,104.9472709,49.02997892,43.8762217,58.28044862,409.4461575,0.89775266,0.125431783,13.09531283
105.9862797,117.3225885,96.88936596,57.86346611,53.45145821,65.04176219,863.1856147,0.85731209,0.140165558,13.47206969
98.04211426,118.7276611,128.7629852,37.78810102,33.11347808,62.11040971,72.73836477,0.973271674,0.251628574,11.29489795
80.02506262,92.86693404,85.70931238,45.96953965,41.21231678,56.54806544,891.9108287,0.761892738,0.122229963,13.34184292
111.4595755,117.7831517,103.6337548,22.53291848,19.86560966,29.27828534,106.0525692,0.853364895,0.161237902,11.34939971
87.71308813,99.01980557,88.59829266,51.92532838,47.66353488,61.39844817,441.7021148,0.91030537,0.161311691,12.98903745
99.29418272,110.5254347,99.78328634,57.11486188,52.39896535,62.79004198,841.8084821,0.852960159,0.118237215,13.65064507
103.6182021,112.2063337,103.118405,38.91190685,31.08742169,43.93033257,111.769261,0.950792972,0.15963696,12.19439329
118.264402,118.9119907,102.2401249,22.19166332,29.74176489,28.45766756,119.5882881,0.8920324,0.218587369,11.35520576
85.3369059,109.5078669,108.4088179,24.73306556,19.95051447,33.37509127,101.4597962,0.882240557,0.227462526,11.24891578
84.07961648,93.91119792,109.79622,31.72535602,26.36907901,47.89546903,85.77027756,0.948831989,0.240469413,11.35016072
98.64807222,105.1984807,105.1064155,47.44662992,49.37254503,55.98797138,377.9602671,0.919095862,0.208500292,12.52563831
111.8931738,118.4015625,94.28227539,26.83236815,18.44143966,38.13201547,55.6691745,0.936160251,0.247325944,10.90263433
119.5174111,131.1480392,119.7890753,42.0326071,32.46074446,53.17338072,476.6277646,0.816411533,0.097521245,12.95264759
127.574148,125.365843,118.0417657,26.59195179,26.58012052,37.12841255,145.7411865,0.888618599,0.176885471,11.66518492
115.1846281,119.1030081,108.5318025,35.9576082,32.52164218,51.61049094,540.1452455,0.759567593,0.107448824,12.90268947
100.1472312,108.1591869,98.15744198,53.12810201,46.05202982,62.26477714,593.7506779,0.876198086,0.116334608,13.45441653
104.604917,118.609664,105.4890783,43.94179245,37.42350135,54.76544113,305.5531635,0.903390851,0.140824517,12.76453497
139.3619266,145.1804205,137.4659015,65.47544698,61.57023081,69.27996775,817.5087871,0.893892512,0.130471826,13.34333122
106.0956963,109.4082644,114.1048971,52.22422751,54.29212537,59.82317087,810.5142167,0.856969873,0.104531825,13.65312627
102.5693444,118.4154246,101.0957763,41.6768024,27.23077471,46.43403406,82.53145238,0.961888346,0.225320215,11.52146237
118.8896669,131.4286557,115.3835601,59.035148,43.1587599,70.15912332,694.6347763,0.86197325,0.105935342,13.52296787
123.6492371,124.9460386,114.0864338,42.11514753,37.83750622,51.47655602,1017.674367,0.66588758,0.081579811,13.57952292
123.5060134,145.5687106,106.3991029,56.10627022,46.65773821,69.05076256,469.8761465,0.907284456,0.131215933,13.23980551
102.8737691,120.5130107,98.15474447,53.60392888,42.05296805,63.60527288,368.9301782,0.91647596,0.125563822,13.20045304
78.92608964,90.01337817,107.3614016,25.26716997,19.16256738,37.06722349,64.36607939,0.932279692,0.208851247,11.02206905
88.24580244,109.0838321,98.42179555,29.13781729,20.03371901,43.98078448,90.34917284,0.918989083,0.198533764,11.48829693
94.50505062,99.41520687,101.8425836,30.21043706,20.48425048,42.03028806,95.68261602,0.909949774,0.291758253,10.78260499
86.84605077,104.196741,94.11735184,36.51164974,31.12111348,47.63432474,85.10290733,0.960411603,0.229034448,11.74160788
105.4783542,120.0603854,89.44494792,27.01367035,19.77131417,34.68185,114.4663037,0.878560822,0.269253021,11.16022121
86.72672347,109.8737444,96.0455443,27.68782597,19.70631776,37.47193185,298.1160205,0.693950781,0.102464797,12.33153495
130.4358073,130.7855225,118.4264811,32.18732651,25.89257914,49.81217683,511.7945621,0.678843964,0.089506943,12.92761337
105.0383679,116.1107152,101.2274369,51.90158671,44.17420705,61.46630105,943.537271,0.787168364,0.068729026,14.04133735
100.1870793,108.9905889,107.3133173,44.46005353,36.20823151,57.36192939,143.1780774,0.955511913,0.252631784,11.6833143
108.9683373,113.4437353,98.34606427,25.74745247,24.62771308,32.67482064,41.61646766,0.962379606,0.275971483,10.74213652
113.0247467,124.4947416,98.61645776,52.20317641,45.06864154,63.02299401,1103.201268,0.755937899,0.070856448,14.06259596
117.5289063,124.0198607,109.4904932,45.88494804,39.55020925,50.52163555,35.10026254,0.98994441,0.346112658,10.92154615
96.64880439,104.6006237,84.4308529,39.17711913,24.08492033,43.94778827,62.04170106,0.965945316,0.210039131,11.46936296
129.7723349,138.8272534,113.7873824,36.34785223,27.18561689,45.31902842,42.49648621,0.977661808,0.4116844,10.37810999
119.8638951,128.152567,110.2156808,54.68555084,45.71808074,63.71407896,1246.299188,0.746077633,0.067771084,14.12355821
99.03833964,115.740714,92.16118494,54.23560386,44.19942268,64.03524603,672.5639395,0.850290973,0.136915265,13.10485733
128.2132836,128.4559237,123.2308975,44.6083462,40.14191712,60.01034366,1024.196548,0.717275518,0.068172951,13.88044271
121.4178642,125.0334448,111.0375078,38.72322134,31.71629584,48.63094159,977.5000293,0.58680696,0.07293133,13.45812592
91.47525679,93.4670961,93.17580301,39.96414786,29.01411896,44.14438542,47.69256923,0.97652564,0.341748165,10.81275393
95.41519592,101.2908942,93.13844924,37.89259856,27.78732437,42.59280467,57.57625409,0.970948214,0.253172739,11.31035859
111.0640234,118.2479102,100.4156348,44.50167266,43.92990539,52.58205968,476.3426764,0.873874522,0.189486003,12.67072899
98.34295528,112.2066272,91.39438308,39.6964942,30.7620947,43.59357872,125.5380566,0.944972913,0.171976623,12.10389122
105.838242,121.5621176,102.6540179,42.00622343,33.53381991,55.87372555,148.3737877,0.948087788,0.341548757,11.12392291
102.6843969,109.177132,99.90166229,37.51105072,29.65429457,43.15077116,76.97557039,0.963012312,0.245375574,11.51977865
95.51365712,97.21654597,108.8443502,35.28812494,33.59628125,54.9880122,166.6168891,0.933226297,0.196259585,11.93926392
95.3066208,112.6627141,87.55050365,54.96615664,49.85986683,65.23153367,357.5658304,0.931780147,0.194527868,12.62306515
129.2466797,139.0481864,119.0439174,30.10941733,26.43009003,35.47942684,120.5054952,0.906731787,0.178307728,11.77448714
128.7612685,138.6124707,121.5572429,48.64051849,34.95416801,61.58449938,715.8534296,0.786375906,0.065339135,13.51975985
123.7040589,122.6085664,107.8628143,32.75516939,23.9209231,45.49288545,53.49508012,0.965818328,0.318740601,10.49865852
91.18438201,101.4070295,88.40837829,52.30232129,42.26687757,62.83608527,252.9666756,0.942114197,0.182368492,12.60488721
100.5637856,110.3498121,93.6428303,29.85634954,21.78591696,35.80530282,92.04348739,0.923033394,0.173719874,11.5146393
94.10149016,101.4134838,88.76083864,53.10917426,52.64821716,55.23006896,184.2082381,0.965788468,0.22375072,12.08288553
67.62437221,89.21022833,80.0638079,22.21941044,19.76742782,39.25205545,55.24303889,0.930966432,0.284267546,10.75814702
119.4615038,133.4659038,117.798937,57.74478212,52.25421477,66.10749913,547.5527227,0.90633282,0.126654669,13.20909054
84.26892184,94.36647818,118.2881634,26.633081,24.2334324,39.08407374,153.5269762,0.882147541,0.198487418,11.60340313
67.55366343,91.34042441,107.6443518,32.44489534,32.36297159,52.56037374,71.0181379,0.968547888,0.268965866,11.24400794
132.4078159,132.4399694,132.5679378,43.46968255,35.29363619,53.82066604,617.78512,0.786145237,0.11081825,12.87021384
128.8566829,139.9310996,123.8543074,28.21105818,21.45564472,37.19647425,23.40355312,0.978061595,0.472195351,9.621364059
116.5424588,136.9476697,106.9453606,50.27833137,40.62145404,58.81873327,216.8393135,0.944585745,0.174320767,12.59753364
138.8243743,141.9413422,132.7340548,40.15897086,36.41106785,53.0602874,343.4793182,0.873405734,0.171317601,12.08837801
87.95623907,113.0099068,109.9051756,42.29693381,40.07901115,66.03950378,111.166288,0.969767268,0.318753156,11.29066036
78.94733646,95.96473243,77.06190293,31.10611792,30.8587447,35.4842678,74.36258775,0.959422608,0.223457243,11.60668012
84.97604432,96.25282007,108.6109096,33.38088773,28.90362935,55.64638161,82.88561638,0.959097529,0.259985608,11.41249832
137.3667535,137.836615,124.2802337,21.16616224,22.24458269,33.9598327,21.77062874,0.972975894,0.399352154,10.12453402
114.0648612,118.6648787,121.6752857,31.59516638,33.84754743,44.02463144,552.392908,0.719886915,0.117875511,12.66182906
114.7916627,113.0706419,100.7169498,37.90481239,33.20038235,46.65655547,228.8499692,0.907038075,0.179147151,12.18874544
157.0164063,172.8090445,141.3272987,42.01448427,31.22496328,58.30614232,180.5381912,0.926267154,0.168223981,12.01995922
115.728099,129.2921224,111.8790755,47.59231109,31.36029022,60.58623546,569.781899,0.804472916,0.097778334,13.12901124
102.4477443,112.6474252,83.66044234,43.38720932,32.56631722,49.22120845,69.41805839,0.973713749,0.229063298,11.42268756
77.89405646,86.70645934,71.74630956,39.35094249,30.80659667,44.26637863,88.74487533,0.961269106,0.260862745,11.55294057
113.5221897,120.0563849,131.9001891,38.4387264,31.88275014,44.49982815,74.63442256,0.967757023,0.198942451,11.85547964
126.1232244,126.9221117,126.0107866,45.800818,34.25952108,55.07603446,550.2605609,0.818722625,0.093374388,12.91252388
111.0032687,118.8655995,108.554618,53.54193143,46.16902154,63.59449278,848.1586882,0.826294877,0.094341914,13.72650922
104.2942248,111.8254622,101.8921699,33.57296832,21.36124849,39.33958132,49.16573306,0.963599284,0.22238159,11.13314511
108.963487,122.0610431,102.9300426,41.57350076,38.41363366,54.15871632,438.7233812,0.851927041,0.119115043,12.87814278
150.9327966,149.9261267,141.2826495,50.50341432,43.68495771,65.85300949,715.0022497,0.839129439,0.072621302,13.6617228
102.5646937,101.0684301,87.97391587,41.15001853,33.03284542,48.68081143,105.352958,0.959483377,0.227270575,11.70657032
150.4936362,150.810991,138.6406595,42.02115869,37.10759836,58.74555925,988.4267352,0.682147635,0.048109017,13.87242406
100.9839684,105.5360065,115.265625,29.46767843,25.28489016,44.66231548,82.91387807,0.94476793,0.247903102,11.07775413
109.3565527,121.8105273,102.6213281,36.67445718,23.66886385,41.52390744,61.67656125,0.961706781,0.211243386,11.50372371
107.367771,111.1202833,111.2093896,47.33960113,49.58781795,53.86157159,1122.311622,0.754311166,0.078633435,13.9650829
93.22115023,103.6374153,104.0783509,27.36372469,20.00729109,39.7618385,30.0328405,0.971819129,0.315920983,10.46842052
101.1236979,121.5977403,90.78015793,62.60063517,55.16087274,71.52384905,695.5219102,0.895956403,0.143079882,13.2251647
106.559198,106.1697049,101.7487745,30.35842421,22.95343473,42.62498042,108.903239,0.921140224,0.172742721,11.68010842
89.42974145,97.36861188,83.34999784,35.0314108,19.4318006,39.06928295,71.55672803,0.945937468,0.211826931,11.23432414
118.4236988,124.34256,111.3705893,49.90373855,39.21745683,60.67156197,462.656466,0.87951685,0.099030678,13.05629117
116.5244841,120.2640035,110.1306751,64.58042687,55.45008003,72.99707531,988.743964,0.861008439,0.094002677,13.75866222
83.08559783,99.88887002,83.47576993,35.63346905,25.90796222,46.01284221,34.23676622,0.980981515,0.304741986,10.92024486
110.3262739,119.4000262,99.62711346,53.85685472,44.10182402,64.87319625,1030.947663,0.777947435,0.07201133,13.85766045
114.2745875,125.7140359,108.9547217,32.34757677,29.72248146,38.37705414,12.02627261,0.993190041,0.491462103,9.91088945
116.4269149,125.5097247,114.7646416,55.1285468,51.58558911,58.87327983,1027.83598,0.810636555,0.099417941,13.64558573
148.2740979,150.5332311,148.2853129,66.24014722,63.22558826,70.79488911,462.9506351,0.943281737,0.145285896,12.83583788
86.0165926,96.39908257,114.4985307,30.93264197,28.83134795,46.76497687,121.5407401,0.933268827,0.208002807,11.77187264
89.05442514,102.7499125,106.846155,31.1622749,23.10997362,47.63565009,45.35888522,0.968997269,0.288146895,10.82400826
106.8926193,116.467176,102.4576823,52.29688652,46.62475672,60.89384097,454.1111022,0.902655931,0.150275314,13.05124478
124.5598227,129.953125,118.3109053,37.38142368,27.45301672,50.63985511,653.2092371,0.659375491,0.088550607,12.91598427
103.63807,108.6779862,97.26907061,43.13776787,34.07277575,52.63643532,433.8774329,0.839332099,0.169680211,12.37662271
109.5649559,120.3267133,98.29566638,28.10234126,25.02474339,41.33069382,64.48780151,0.949302688,0.293473568,10.85132507
91.15747154,96.26743718,86.12831561,25.29011321,18.17932036,29.48495826,126.0230056,0.843555944,0.148325467,11.46933633
116.1942,122.4327594,107.3072664,45.56418575,35.54579325,50.01801981,158.6564177,0.948369272,0.161118298,12.56109949
107.4098732,117.7794243,107.634341,43.92140145,39.97308122,53.3169636,476.8732808,0.858262924,0.110015606,13.2049397
107.4380877,113.2116865,96.19724834,36.65319481,29.90237698,47.31834461,47.319202,0.977844061,0.276592878,10.99746665
98.92278531,99.35734698,107.8983338,33.80462768,20.24774138,45.24782881,93.19306624,0.929706964,0.18213626,11.49877586
109.1976167,116.8989616,100.8173062,39.70584957,29.02517129,44.69218041,141.4932148,0.932034291,0.151834224,12.27460019
121.329357,128.1183744,109.6390174,47.45209246,41.35799643,57.1029929,686.5244223,0.812556236,0.112581354,13.18786926
118.4862998,125.369541,113.664758,55.75083157,54.02307938,61.58147563,651.449184,0.888969052,0.149197961,13.14047431
107.1905142,116.1208369,108.5232618,52.56347236,46.36438845,59.74738623,967.4979627,0.797031015,0.093440488,13.72805558
127.9960121,142.800509,118.5920351,48.2815446,32.05886649,64.48518378,514.4695604,0.835634386,0.07662429,13.18003993
118.1410008,128.5641713,113.9466377,62.60602144,61.74041923,65.24566996,467.5332651,0.936837399,0.199857826,12.72695647
113.5748197,116.7665264,112.4016551,50.41009517,44.3969799,59.09002478,517.4620348,0.883231108,0.141117619,12.82017362
102.2954625,113.7841361,92.36363002,58.55188266,49.76614631,68.05732921,109.0996123,0.980991051,0.240219213,12.00922884
128.9150769,130.607755,116.9362282,18.68357447,18.92584656,34.10639138,69.35486004,0.873544755,0.28307264,10.44313468
113.9809106,127.2594995,95.6758415,31.59998978,24.30683072,39.7930165,121.3056168,0.915254962,0.267701914,11.41385845
96.0519548,108.3987812,108.0259523,43.35372862,39.57165193,54.62355041,209.240925,0.938193133,0.195876859,12.32235628
83.76155866,98.13802083,100.5206626,34.50173142,28.31504687,45.18970808,72.80632706,0.961590288,0.215394256,11.44116922
96.95293794,99.88535431,89.94349692,43.41337291,34.90246289,46.02512457,121.1362443,0.958182608,0.217590572,11.85919566
111.4832319,116.5004473,132.3115359,26.1716163,19.39293473,42.00575208,37.99297664,0.961794494,0.310356347,10.6116253
85.00774377,89.61154005,78.44483138,44.96784535,41.27158775,57.40797617,171.9224122,0.95251056,0.181644387,12.09374669
103.3666011,108.9818129,96.81356452,50.17604036,41.32421103,59.69840445,1105.814579,0.728358924,0.067977359,13.94221638
109.0157342,109.2482895,93.61985637,32.94990061,29.36263063,41.250377,168.9205414,0.908620913,0.168519351,11.98023893
110.6320785,118.3979229,103.8857738,30.39178601,26.07429415,39.92703005,19.25886859,0.986426938,0.473025545,9.909946442
103.7299235,101.3152859,88.62013206,38.71951553,31.1876139,42.27934967,193.3540279,0.914996627,0.147859274,12.54323817
85.74049052,102.9108927,92.14049693,31.69239641,22.79646188,43.44464556,105.7715751,0.91982655,0.19895208,11.58757147
110.7497872,122.4562738,106.0108592,58.39013301,54.26026254,68.35878741,828.2287151,0.867050367,0.133752989,13.47962442
94.34122362,105.9435674,96.22197646,52.14534676,47.33593013,62.26246156,610.0065556,0.875787517,0.133345766,13.34818531
101.4659879,104.3676831,89.64435634,27.31736137,26.4930498,34.75947834,194.3342444,0.849913905,0.128417373,12.25355207
107.0045332,126.6826775,97.55035687,64.21175213,55.08536848,74.91901666,622.6288286,0.909612225,0.141760107,13.1842431
123.198708,125.382122,104.9990353,50.58796159,42.43395859,61.01285951,83.80214493,0.980013046,0.188811744,12.12959829
92.66195129,98.94485354,95.96398703,28.7776754,25.71610144,41.86351478,72.05821276,0.946984342,0.208279819,11.10451302
90.59085286,97.85445964,91.28144531,59.80752251,55.34877919,66.79432146,724.9717236,0.888169313,0.185536939,13.13972989
118.4171583,120.6831553,106.9804688,33.38327416,25.14527074,49.47758563,70.20368587,0.959038562,0.31477314,10.82376334
102.9942642,113.2567247,102.8102551,39.20948343,28.77553101,47.38566294,282.529363,0.870465436,0.159213527,12.39544605
91.3354841,104.4563802,124.9844331,30.76623318,27.53877482,49.67720372,151.0807309,0.917043102,0.198940379,11.71848134
103.5996402,115.4987801,114.1999827,35.66186805,29.25976455,42.65719351,62.93895887,0.967472208,0.260277714,11.34797072
101.0920021,110.8351033,119.2709613,22.23510105,14.25997715,35.27463346,87.03014348,0.848973442,0.18117205,11.05742278
117.8019088,128.8640464,118.2017357,42.32648478,37.6576361,45.75764172,601.370508,0.785926874,0.099685067,13.11858226
116.0161148,124.2989655,115.3266198,58.05680201,47.88697825,67.61304789,800.2417654,0.853861148,0.1159493,13.65777734
129.7094218,132.4850871,130.2377319,52.7542496,44.57181839,63.8141123,530.57758,0.885215516,0.134274636,13.00644283
125.4277407,136.1112465,129.4517559,46.28124139,45.21267037,56.5714685,535.6015045,0.869467052,0.150146332,12.77370378
89.14179331,100.6470284,84.41292987,51.67212339,44.24642828,60.97739781,1122.605937,0.748343542,0.058148516,14.18238585
122.9127276,133.1317911,118.1627813,46.44784106,33.74154713,59.39723233,523.6605276,0.826194603,0.071703179,13.4965636
103.1350952,113.3753641,96.2204227,54.74755142,52.3876973,61.49952835,691.2474266,0.877610583,0.15450756,13.09470027
75.84683866,94.78353405,105.0284858,29.60898548,24.58760973,42.20189269,75.39435613,0.945755752,0.196081604,11.10130652
87.83942801,99.15397208,87.87524252,54.34519296,48.43202054,60.35317623,928.4145125,0.818950222,0.103879887,13.83348677
114.7584854,128.989059,108.0423745,53.88546028,46.51135816,66.28563116,694.926775,0.858850141,0.107257471,13.34149994
